"mat4 1";"Question de cours:trace";4
"mat4 21";"Inverse de A";3
"mat4 22";"pas semblable";1
"mat4 3a";"bonne base rang 1";4
"mat4 3b";"bonne base rang 2";4
"mat4 3c";"Id, mutuellement inverses";2
"mat4 3d";"comportement de g et f";2
"mat4 4a1";"I+N inversible";1
"mat4 4a2";"calcul N^2, N^3";1
"mat4 4b";"I+N semblable à son inverse";4
"mat4 5";"Exemple d'une autre forme";2
