"prob4 1a","(1 + p_1 - p_2)/2"
"prob4 1b","(1-p_2)/(1+p_1-p_2)"
"prob4 2a","p_1(1-p_1)p_2^2"
"prob4 2b","p_2^4(1-p_2)"
"prob4 2c","(1-p_1)^2(1-p_2)"
"prob4 2d","(p_1^2 + p_2^2)/2"
"prob4 3","(1 - p_1)(1 + p_1 - p_2)"
