"ssmots 1";"nb de mots de moins de p lettres"
"ssmots 1a1";"figure 1 : que désigne i ?"
"ssmots 1a2";"figure 1 : que désigne j ?"
"ssmots 1b1";"figure 2 : que désigne i ?"
"ssmots 1b2";"figure 2 : que désigne j ?"
"ssmots 3";"code Maple pour figure 2"
"ssmots 4a";"les 7 injections de -bonbon-"
"ssmots 4b";"procédure est-sous_mot(x,m,n,y)"
"ssmots 5a";"formule si x1=y1"
"ssmots 5a";"formule si x1<>y1"
"ssmots 5b";"algorithme récursif"
