"discont 1","opérations sur les fonctions réglées"
"discont 21","f_r réglée"
"discont 22","discontinuités aux n^2/r^2"
"discont 23","sauts de discontinuité"
"discont 3","rep graphique sur [0;10]"
"discont 4","-1; 0; 1 seules valeurs possibles"
"discont 5","tous les sauts de -1 ou de 2"
"discont 6","entre A et +infty g prend toutes les valeurs"
