"cwn 1a";"les C de 2 à 4";2
"cwn 1b";"les u de 1 à 7";2
"cwn 1c";"parties entière et frac de x+1";1
"cwn 2a";"f et g bij. réciproques";4
"cwn 2b","r et rho bij. réciproques"
"cwn 2c","l et lambda bij. réciproques"
"cwn 3a","f dans [0;1["
"cwn 3b","for=l"
"cwn 3c","rof=fol"
"cwn 3d","lof=fofol"
"cwn 4a","u jamais égal à 1"
"cwn 4b","injectivité"
"cwn 5a","pi<=p+q"
"cwn 5b","lambda baisse le poids"
"cwn 5c","rho baisse le poids"
"cwn 6","surjectivité"
