"gersg I1","matrice de f dans B"
"gersg I21","Q(f) et f commutent"
"gersg I22","P(f)(e_1)= 0"
"gersg I23","P(f) endomorphisme nul"
"gersg I3a","vp de f => racine de P"
"gersg I3b1","Q(f)(e_1) non nul"
"gersg I3b2","vp de vecP Q(f)(e_1)"
"gersg II1","inversibilité "
"gersg II2","inversible => |a_{mm}|\leq r_m(A)"
"gersg II3","vp dans domaine de Gersg"
"gersg II41","domaine de Gersg pour (1)"
"gersg II42","domaine de Gersg pour (2)"
