"somm6 11","n(n-1)/2 termes dans la somme"
"somm6 12","le plus gd terme est n(n-1) -1"
"somm6 21","p petit terme t_n =n(n-1)+1"
"somm6 22","s_n avec symbole somme"
"somm6 3","Thm Nico s_n = n^3"
"somm6 41","tous n(n+1)(n(n+1)+1)/2"
"somm6 42","pairs ..."
"somm6 43","en déduire (tous - pairs)"
