"seq3 11","tableau de v de ln(1+x)-x"
"seq3 12","e^x-1 eq x"
"seq3 13","ln(1+x)-x eq -x^2/2"
"seq3 21","Cesaro : inégalité"
"seq3 22","Cesaro : util des déf"
"seq3 3","justification des déf."
"seq3 41","convergence u"
"seq3 42","u -> 0"
"seq3 5","u_{n+1} eq u_n"
"seq3 6","equiv de u_n avec puissance"
"seq3 7","u_n eq 2/n"
