"result 1","dimensions = alpha + beta"
"result 2","hyperplan dim alpha + beta - 1"
"result 31","mult de Q : sev"
"result 32","mult de Q : base; dim "
"result 4","Phi linéaire"
"result 5a","phi inj => pgcd(A;B)=1"
"result 5b","phi surj => pgcd(A;B)=1"
"result 5c","pgcd(A;B)=1 => phi inj"
"result 5d","pgcd(A;B)=1 => phi surj"
"result 6","deg pgcd = alpha + beta - rg(Phi)"
