"sommes 11","somme k k!: (n+1)! - 1"
"sommes 121","méthode"
"sommes 122","B = (2^{n+1}-1)/(n+1)"
"sommes 2a","inégalité par récurrence"
"sommes 2b1","P_n = (2n)!/((n!)^2 2^{2n})"
"sommes 2b2","P_n = (n parmi 2n)/2^{2n})"
"sommes 2c1","(k parmi 2n) < (k+1 parmi 2n)"
"sommes 2c2","(n parmi 2n) est le plus gd des (k parmi 2n)"
"sommes 2c3","partie droite"
"sommes 2c4","inégalité gauche par f du bin"
